体重/kg,年龄/岁,身高/cm,尺寸
58.0,33.0,162.56,M
52.0,27.0,165.1,M
56.0,30.0,162.56,M
72.0,30.0,170.18,L
53.0,36.0,157.48,M
69.0,35.0,170.18,L
58.0,28.0,167.64,M
54.0,46.0,165.1,M
68.0,40.0,160.02,XL
61.0,26.0,172.72,M
54.0,38.0,165.1,S
58.0,27.0,160.02,M
72.0,30.0,167.64,XL
58.0,34.0,165.1,M
69.0,34.0,170.18,L
61.0,20.0,170.18,M
75.0,40.0,167.64,XL
54.0,50.0,154.94,M
70.0,31.0,167.64,L
54.0,32.0,160.02,S
50.0,32.0,154.94,S
62.0,29.0,172.72,M
63.0,48.0,162.4,XL
68.0,38.0,162.56,L
66.0,51.0,160.02,XL
49.0,43.0,170.18,S
58.0,31.0,154.94,L
50.0,31.0,157.48,S
76.0,45.0,172.72,XL
52.0,28.0,172.72,S
54.0,35.0,157.48,M
52.0,30.0,162.4,S
56.0,51.0,167.64,M
52.0,38.0,165.1,S
69.0,33.0,172.72,XL
80.0,33.0,177.8,XL
58.0,29.0,162.56,M
58.0,31.0,152.4,L
54.0,41.0,162.56,S
70.0,32.0,165.1,XL
72.0,41.0,167.64,XL
76.0,27.0,172.72,XL
61.0,28.0,162.56,M
54.0,28.0,165.1,S
61.0,33.0,177.8,M
61.0,33.0,160.02,M
58.0,32.0,172.72,M
67.0,23.0,167.64,L
61.0,39.0,170.18,M
54.0,40.0,162.56,S
79.0,29.0,170.18,XL
71.0,44.0,165.1,L
53.0,32.0,154.94,M
65.0,26.0,167.64,M
74.0,19.0,172.72,L
58.0,36.0,167.64,M
52.0,31.0,160.02,M
56.0,26.0,162.56,M
60.0,58.0,167.64,L
52.0,26.0,162.56,M
55.0,48.0,165.1,M
72.0,28.0,175.26,XL
68.0,33.0,162.56,XL
76.0,25.0,172.72,L
64.0,28.0,154.94,L
78.0,33.0,175.26,XL
69.0,29.0,167.64,L
58.0,40.0,172.72,M
65.0,30.0,175.26,L
52.0,32.0,160.02,S
71.0,31.0,170.18,L
80.0,27.0,182.88,XL
57.0,32.0,165.1,M
54.0,29.0,160.02,S
55.0,26.0,170.18,M
53.0,28.0,152.4,M
52.0,31.0,162.56,S
71.0,26.0,167.64,L
78.0,22.0,175.26,XL
67.0,35.0,160.02,L
56.0,31.0,160.02,M
76.0,37.0,172.72,XL
52.0,32.0,154.94,S
75.0,28.0,167.64,XL
68.0,30.0,167.64,XL
56.0,30.0,160.02,M
73.0,27.0,175.26,L
65.0,39.0,162.56,L
73.0,29.0,170.18,XL
81.0,28.0,175.26,XL
70.0,26.0,165.1,XL
57.0,27.0,154.94,M
81.0,25.0,164.94,XL
54.0,32.0,165.1,M
47.0,29.0,157.48,S
53.0,48.0,160.02,S
46.0,32.0,152.4,S
52.0,30.0,165.1,S
53.0,34.0,170.18,S
63.0,33.0,170.18,M
56.0,32.0,157.48,M
58.0,39.0,165.1,M
69.0,30.0,170.18,XL
74.0,29.0,165.1,XL
48.0,41.0,149.86,S
58.0,24.0,165.1,M
78.0,34.0,177.8,XL
71.0,38.0,167.64,XL
52.0,33.0,162.56,S
55.0,33.0,162.56,M
71.0,33.0,167.48,XL
56.0,35.0,162.56,M
52.0,25.0,170.18,S
54.0,42.0,157.48,M
71.0,37.0,167.64,L
49.0,34.0,157.48,S
75.0,35.0,167.64,XL
54.0,32.0,162.56,M
71.0,60.0,172.72,XL
72.0,27.0,170.18,XL
76.0,18.0,170.18,XL
70.0,30.0,167.64,L
56.0,33.0,170.18,M
54.0,34.0,160.02,M
52.0,44.0,154.94,M
61.0,28.0,170.18,M
67.0,36.0,167.64,L
72.0,56.0,170.18,XL
78.0,31.0,180.34,XL
58.0,20.0,162.56,M
70.0,34.0,170.18,L
71.0,33.0,167.64,L
71.0,37.0,172.72,L
74.0,31.0,175.26,L
65.0,26.0,165.1,M
65.0,48.0,172.72,M
69.0,48.0,172.72,L
49.0,38.0,162.56,S
81.0,39.0,180.34,XL
80.0,29.0,175.26,XL
71.0,29.0,175.26,L
50.0,32.0,154.94,M
65.0,29.0,162.56,XL
65.0,30.0,175.26,M
67.0,39.0,162.56,XL
54.0,25.0,165.1,S
47.0,25.0,162.56,S
54.0,33.0,160.02,S
69.0,30.0,162.56,L
68.0,32.0,167.64,XL
53.0,41.0,165.1,S
71.0,27.0,172.72,L
68.0,26.0,165.1,L
52.0,59.0,157.48,S
70.0,31.0,162.56,XL
63.0,32.0,157.48,L
58.0,33.0,162.56,M
56.0,31.0,160.02,M
63.0,45.0,162.56,M
64.0,42.0,167.64,L
64.0,29.0,167.64,L
67.0,23.0,167.64,XL
69.0,24.0,170.18,L
54.0,26.0,170.18,S
72.0,22.0,165.1,XL
58.0,30.0,162.56,M
54.0,31.0,167.64,M
58.0,30.0,172.72,M
58.0,45.0,157.48,M
58.0,26.0,175.26,M
61.0,28.0,162.56,M
58.0,27.0,162.56,M
48.0,34.0,157.48,S
71.0,33.0,170.18,L
69.0,34.0,162.56,L
65.0,29.0,162.56,XL
56.0,27.0,160.02,M
51.0,37.0,156.94,M
57.0,32.0,165.1,M
74.0,24.0,170.18,L
58.0,50.0,167.64,M
62.0,33.0,165.1,M
61.0,29.0,167.64,M
48.0,33.0,154.94,S
69.0,40.0,170.18,XL
53.0,30.0,162.8,S
58.0,21.0,165.1,M
67.0,46.0,162.56,XL
65.0,29.0,175.26,M
71.0,28.0,177.8,L
71.0,28.0,177.8,XL
69.0,57.0,170.18,L
63.0,31.0,167.64,M
56.0,65.0,154.94,M
52.0,26.0,172.72,S
65.0,26.0,165.1,M
73.0,30.0,167.64,XL
52.0,38.0,162.56,S
55.0,37.0,165.1,M
61.0,31.0,157.48,L
61.0,32.0,160.02,M
68.0,30.0,170.18,L
49.0,53.0,159.86,S
74.0,31.0,172.72,L
69.0,30.0,165.1,L
69.0,24.0,162.56,L
58.0,27.0,157.48,M
58.0,48.0,160.02,M
69.0,34.0,165.1,L
60.0,31.0,160.02,M
71.0,31.0,167.64,XL
80.0,35.0,175.26,XL
80.0,36.0,175.26,XL
61.0,26.0,162.56,M
63.0,44.0,170.18,M
60.0,31.0,170.18,M
67.0,34.0,167.64,L
53.0,32.0,170.26,S
58.0,28.0,165.1,M
49.0,27.0,157.48,S
56.0,26.0,172.72,M
63.0,48.0,160.02,XL
69.0,35.0,172.72,L
72.0,28.0,170.18,XL
69.0,54.0,170.18,L
67.0,59.0,175.26,L
58.0,27.0,167.64,M
69.0,35.0,170.18,L
72.0,20.0,162.56,XL
69.0,41.0,170.18,L
52.0,38.0,162.56,S
67.0,33.0,172.72,L
60.0,41.0,167.64,M
64.0,21.0,170.18,L
54.0,35.0,162.56,S
49.0,29.0,167.64,S
56.0,32.0,162.56,M
69.0,36.0,175.26,L
71.0,32.0,170.18,XL
67.0,40.0,162.56,L
63.0,27.0,170.18,M
56.0,31.0,170.18,M
56.0,57.0,165.1,M
56.0,38.0,160.02,M
79.0,32.0,175.26,XL
76.0,27.0,172.72,L
69.0,33.0,167.64,L
63.0,32.0,157.48,L
71.0,30.0,175.26,L
56.0,35.0,157.48,M
70.0,32.0,170.18,L
58.0,34.0,162.56,M
68.0,33.0,167.64,XL
61.0,30.0,165.1,M
56.0,30.0,167.64,M
65.0,32.0,162.56,L
76.0,45.0,172.72,XL
53.0,44.0,165.1,M
76.0,26.0,170.18,XL
70.0,40.0,170.18,XL
54.0,22.0,165.1,M
54.0,54.0,167.48,S
60.0,29.0,162.56,M
69.0,32.0,165.1,L
65.0,21.0,172.72,M
54.0,28.0,162.56,S
73.0,37.0,159.86,XL
70.0,35.0,160.02,XL
51.0,26.0,159.48,M
55.0,30.0,157.48,M
58.0,31.0,170.18,M
73.0,35.0,175.26,XL
53.0,31.0,154.94,M
68.0,49.0,167.64,XL
79.0,53.0,172.72,XL
66.0,36.0,172.72,L
69.0,49.0,165.1,L
53.0,34.0,154.94,M
71.0,33.0,170.18,L
52.0,36.0,154.94,S
54.0,32.0,170.18,S
68.0,31.0,165.1,XL
61.0,43.0,162.56,M
58.0,32.0,162.56,M
67.0,33.0,170.18,XL
52.0,28.0,167.64,S
52.0,37.0,159.86,S
49.0,32.0,157.48,S
55.0,33.0,162.56,M
59.0,29.0,167.64,M
73.0,35.0,170.18,XL
52.0,32.0,157.48,S
63.0,31.0,170.18,M
52.0,31.0,162.56,S
58.0,40.0,165.1,M
58.0,41.0,175.26,M
65.0,40.0,175.26,M
54.0,41.0,157.48,M
63.0,37.0,172.72,M
56.0,35.0,162.56,M
65.0,32.0,172.88,M
58.0,27.0,170.18,M
50.0,40.0,154.94,M
49.0,27.0,152.4,S
73.0,30.0,167.64,XL
56.0,30.0,157.48,M
61.0,27.0,170.18,M
64.0,34.0,167.64,L
60.0,34.0,165.1,M
54.0,34.0,167.64,M
65.0,33.0,160.02,L
55.0,26.0,170.18,M
72.0,32.0,172.72,XL
63.0,39.0,160.02,L
75.0,29.0,167.64,XL
66.0,37.0,157.48,L
65.0,54.0,165.1,M
58.0,26.0,167.64,M
58.0,26.0,167.64,M
76.0,52.0,177.8,XL
56.0,28.0,170.18,M
64.0,33.0,167.64,L
53.0,38.0,167.64,S
61.0,26.0,167.64,M
61.0,29.0,172.72,M
52.0,23.0,162.56,M
71.0,25.0,167.64,L
69.0,28.0,162.56,L
69.0,37.0,165.1,L
73.0,31.0,172.72,XL
58.0,27.0,162.56,M
56.0,29.0,165.1,M
54.0,28.0,167.64,S
66.0,35.0,172.72,XL
52.0,41.0,154.94,S
58.0,44.0,154.94,L
65.0,50.0,160.02,L
72.0,18.0,167.64,XL
61.0,28.0,175.26,M
61.0,42.0,157.48,L
53.0,32.0,165.1,M
74.0,44.0,175.26,L
58.0,39.0,175.26,M
63.0,36.0,175.26,M
53.0,45.0,154.94,M
66.0,31.0,170.18,XL
56.0,30.0,157.48,M
68.0,21.0,167.64,XL
61.0,29.0,175.26,M
78.0,32.0,172.72,XL
63.0,28.0,175.26,M
68.0,29.0,162.56,XL
72.0,29.0,175.26,L
71.0,31.0,172.72,L
56.0,25.0,162.56,M
56.0,38.0,165.1,M
68.0,37.0,160.02,XL
67.0,30.0,172.72,L
73.0,41.0,167.64,XL
69.0,41.0,162.56,L
69.0,35.0,172.72,XL
82.0,27.0,182.88,XL
63.0,32.0,172.72,M
52.0,24.0,162.56,S
54.0,34.0,167.64,S
62.0,30.0,162.56,M
63.0,26.0,170.18,M
54.0,29.0,160.02,S
61.0,31.0,162.56,M
58.0,28.0,165.1,M
75.0,26.0,175.26,XL
54.0,30.0,167.48,S
63.0,31.0,170.18,M
54.0,25.0,162.56,S
58.0,31.0,162.56,M
53.0,31.0,162.56,S
68.0,36.0,167.64,XL
49.0,33.0,159.86,S
58.0,36.0,162.56,M
73.0,48.0,170.18,XL
58.0,28.0,157.48,M
53.0,30.0,160.02,S
54.0,28.0,165.1,M
62.0,44.0,175.26,M
62.0,30.0,170.18,M
58.0,44.0,172.72,M
69.0,29.0,165.1,XL
61.0,24.0,175.26,M
58.0,33.0,170.18,M
48.0,57.0,157.48,S
50.0,33.0,157.48,S
77.0,31.0,170.18,XL
66.0,31.0,175.26,L
52.0,20.0,162.56,S
61.0,28.0,162.56,M
58.0,30.0,157.48,M
63.0,27.0,170.18,M
49.0,29.0,157.48,S
53.0,45.0,162.56,S
58.0,21.0,157.48,M
57.0,26.0,162.56,M
56.0,31.0,170.18,M
61.0,28.0,157.48,L
54.0,25.0,160.02,M
74.0,24.0,170.18,XL
58.0,35.0,160.02,M
76.0,31.0,177.8,XL
52.0,45.0,162.56,M
61.0,50.0,160.02,M
67.0,38.0,167.64,L
71.0,39.0,170.18,XL
63.0,31.0,157.48,L
63.0,47.0,160.02,XL
56.0,26.0,167.64,M
56.0,44.0,167.64,M
69.0,30.0,170.18,XL
66.0,32.0,165.1,XL
54.0,30.0,162.56,S
61.0,32.0,157.48,L
56.0,31.0,154.94,M
72.0,34.0,165.1,L
58.0,24.0,175.26,M
63.0,32.0,175.26,M
64.0,29.0,172.72,L
56.0,37.0,165.1,M
65.0,37.0,162.56,XL
56.0,26.0,162.56,M
76.0,30.0,170.18,XL
61.0,37.0,167.64,M
69.0,33.0,170.18,L
58.0,38.0,165.1,M
48.0,30.0,157.48,S
62.0,30.0,170.18,M
54.0,30.0,157.48,M
73.0,34.0,170.18,XL
61.0,43.0,157.48,L
57.0,49.0,165.1,M
61.0,30.0,172.72,M
61.0,39.0,170.18,M
73.0,33.0,172.72,XL
49.0,25.0,167.64,S
71.0,24.0,162.56,XL
54.0,31.0,162.56,S
52.0,40.0,162.56,S
51.0,23.0,156.94,M
56.0,30.0,162.56,M
50.0,29.0,154.4,M
56.0,46.0,162.56,M
54.0,31.0,162.56,M
67.0,35.0,172.72,L
66.0,34.0,162.56,XL
53.0,45.0,162.56,S
58.0,48.0,170.18,M
58.0,26.0,170.18,M
69.0,35.0,167.64,L
54.0,29.0,165.1,S
77.0,28.0,167.48,XL
74.0,34.0,167.64,XL
74.0,31.0,175.26,L
64.0,27.0,175.26,L
70.0,28.0,167.64,L
71.0,28.0,167.64,XL
58.0,31.0,170.18,M
54.0,34.0,167.64,S
70.0,52.0,170.18,L
74.0,26.0,177.8,L
76.0,30.0,170.18,XL
61.0,30.0,162.56,M
54.0,44.0,170.18,S
56.0,38.0,165.1,M
69.0,27.0,162.4,XL
45.0,34.0,157.48,S
52.0,38.0,170.18,S
56.0,28.0,170.18,M
77.0,36.0,162.56,XL
56.0,39.0,165.1,M
50.0,31.0,160.02,S
74.0,30.0,172.72,XL
61.0,27.0,162.56,M
58.0,28.0,162.56,M
68.0,36.0,162.56,L
71.0,28.0,170.18,L
61.0,34.0,175.26,M
54.0,16.0,170.18,M
61.0,30.0,165.1,M
59.0,31.0,160.02,M
53.0,30.0,164.94,S
73.0,41.0,170.18,XL
72.0,33.0,170.18,L
48.0,27.0,154.94,S
53.0,31.0,162.56,M
56.0,42.0,165.1,M
52.0,55.0,157.48,M
49.0,26.0,165.1,S
58.0,33.0,167.64,M
55.0,27.0,170.18,M
53.0,37.0,162.56,S
68.0,35.0,170.18,XL
53.0,50.0,167.64,M
69.0,42.0,167.64,L
71.0,28.0,175.26,L
50.0,31.0,157.48,S
67.0,38.0,172.72,L
54.0,52.0,162.56,M
52.0,54.0,167.64,M
64.0,42.0,177.8,XL
58.0,25.0,167.64,M
70.0,25.0,165.1,L
69.0,30.0,167.64,L
51.0,37.0,151.86,M
63.0,42.0,162.56,M
61.0,42.0,157.48,L
54.0,35.0,160.02,M
54.0,49.0,165.1,M
74.0,34.0,172.72,XL
56.0,30.0,165.1,M
71.0,26.0,167.48,XL
61.0,27.0,167.64,M
80.0,33.0,177.8,XL
70.0,29.0,177.8,XL
65.0,26.0,167.64,M
78.0,39.0,172.72,XL
69.0,29.0,175.26,L
54.0,48.0,167.64,S
47.0,40.0,154.94,S
47.0,29.0,154.94,S
56.0,47.0,167.64,M
58.0,35.0,167.64,M
51.0,50.0,160.02,S
67.0,31.0,172.72,L
65.0,33.0,160.02,XL
70.0,31.0,165.1,L
61.0,33.0,162.56,M
57.0,42.0,162.56,M
69.0,50.0,170.18,XL
74.0,35.0,165.1,XL
54.0,48.0,162.56,S
64.0,33.0,157.48,L
77.0,38.0,164.94,XL
50.0,53.0,157.48,M
50.0,36.0,160.02,M
52.0,33.0,162.56,S
62.0,30.0,170.18,M
73.0,42.0,170.18,XL
63.0,34.0,177.8,M
79.0,32.0,172.72,XL
53.0,32.0,165.1,S
60.0,29.0,172.72,M
75.0,31.0,167.64,XL
68.0,37.0,162.56,XL
74.0,27.0,180.34,XL
70.0,37.0,167.64,XL
69.0,31.0,167.64,L
49.0,34.0,157.48,S
75.0,28.0,167.64,XL
61.0,27.0,165.1,M
58.0,46.0,165.1,M
58.0,36.0,170.18,M
54.0,28.0,162.56,S
64.0,29.0,167.64,L
61.0,30.0,172.72,M
47.0,32.0,160.02,S
70.0,33.0,170.18,XL
54.0,41.0,170.18,M
52.0,32.0,157.48,S
66.0,63.0,170.18,XL
61.0,29.0,170.18,M
76.0,30.0,175.26,L
73.0,43.0,172.72,XL
48.0,34.0,162.56,S
61.0,29.0,167.64,M
69.0,33.0,170.18,L
67.0,34.0,167.64,L
62.0,32.0,160.02,XL
71.0,25.0,167.64,L
58.0,35.0,157.48,M
67.0,30.0,167.64,L
54.0,30.0,160.02,S
71.0,37.0,170.18,L
69.0,31.0,170.18,L
58.0,30.0,160.02,M
49.0,26.0,157.48,S
52.0,29.0,157.48,S
63.0,40.0,172.72,M
61.0,28.0,172.72,M
60.0,37.0,175.26,M
68.0,27.0,162.56,L
58.0,29.0,172.72,M
52.0,26.0,162.56,S
58.0,27.0,160.02,M
53.0,19.0,162.56,S
49.0,44.0,154.94,S
61.0,31.0,170.18,M
56.0,17.0,170.18,M
61.0,29.0,162.56,M
79.0,33.0,180.34,XL
69.0,46.0,165.1,L
61.0,30.0,162.56,M
74.0,37.0,172.72,L
56.0,38.0,160.02,M
54.0,20.0,170.18,S
65.0,32.0,172.88,M
54.0,27.0,157.48,M
61.0,20.0,162.56,M
75.0,35.0,167.64,XL
70.0,30.0,167.64,XL
72.0,40.0,167.64,XL
63.0,31.0,167.64,M
67.0,29.0,170.18,L
72.0,39.0,167.64,XL
71.0,40.0,160.02,XL
56.0,28.0,165.1,M
54.0,30.0,160.02,S
56.0,27.0,157.48,M
61.0,32.0,172.72,M
79.0,38.0,175.26,XL
58.0,26.0,170.18,M
58.0,23.0,162.56,M
54.0,29.0,164.94,S
53.0,45.0,160.02,S
65.0,24.0,170.18,M
61.0,28.0,162.56,M
76.0,44.0,170.18,XL
60.0,35.0,170.18,M
76.0,25.0,172.72,XL
54.0,29.0,157.48,M
79.0,35.0,167.48,XL
59.0,34.0,170.18,M
62.0,66.0,160.02,XL
82.0,35.0,180.34,XL
63.0,35.0,172.72,M
52.0,27.0,165.1,S
67.0,32.0,170.18,L
67.0,34.0,160.02,L
56.0,27.0,157.48,M
69.0,30.0,162.56,L
54.0,34.0,165.1,S
69.0,53.0,167.64,L
73.0,26.0,172.72,XL
69.0,26.0,162.56,L
76.0,33.0,170.18,XL
53.0,40.0,160.02,M
58.0,35.0,167.64,M
54.0,31.0,162.56,S
48.0,39.0,149.86,S
49.0,36.0,157.48,S
62.0,64.0,160.02,L
61.0,38.0,165.1,M
68.0,31.0,162.56,XL
54.0,57.0,157.48,M
68.0,30.0,162.56,L
55.0,31.0,165.34,S
68.0,27.0,167.64,XL
61.0,26.0,162.56,M
61.0,31.0,172.72,M
69.0,29.0,164.94,XL
61.0,33.0,162.56,M
58.0,33.0,160.02,M
58.0,33.0,165.1,M
73.0,28.0,172.72,L
58.0,23.0,170.18,M
54.0,38.0,162.56,S
67.0,28.0,175.26,L
58.0,32.0,160.02,M
61.0,29.0,172.72,M
52.0,19.0,160.02,M
68.0,27.0,167.64,XL
72.0,38.0,170.18,L
54.0,34.0,170.18,S
58.0,32.0,162.56,M
58.0,31.0,170.18,M
63.0,29.0,165.1,M
63.0,32.0,175.26,M
54.0,52.0,170.18,S
54.0,31.0,160.02,S
61.0,31.0,172.72,M
70.0,28.0,167.64,L
69.0,29.0,170.18,L
56.0,27.0,165.1,M
58.0,26.0,170.18,M
58.0,20.0,170.18,M
65.0,28.0,159.86,XL
61.0,29.0,170.18,M
61.0,43.0,170.18,M
80.0,31.0,185.42,XL
63.0,39.0,165.1,M
61.0,32.0,172.72,M
69.0,23.0,177.8,L
56.0,31.0,160.02,M
71.0,26.0,170.18,L
74.0,23.0,170.18,L
51.0,34.0,160.02,S
61.0,24.0,167.64,M
68.0,26.0,165.1,L
72.0,27.0,167.64,L
61.0,28.0,172.72,M
70.0,37.0,172.72,XL
68.0,29.0,167.64,XL
76.0,45.0,180.34,XL
54.0,23.0,167.64,S
58.0,25.0,167.64,M
61.0,31.0,162.56,M
76.0,32.0,177.8,L
58.0,28.0,165.1,M
68.0,30.0,167.64,XL
73.0,47.0,167.64,XL
63.0,21.0,170.34,M
78.0,35.0,175.26,XL
47.0,25.0,157.48,S
53.0,39.0,170.26,S
52.0,26.0,157.48,S
76.0,25.0,175.26,XL
70.0,30.0,167.48,XL
71.0,39.0,167.48,XL
54.0,32.0,162.56,S
61.0,41.0,175.26,M
63.0,29.0,167.64,M
49.0,28.0,154.94,S
63.0,28.0,170.18,M
56.0,34.0,172.72,M
64.0,36.0,167.64,L
63.0,49.0,160.02,XL
65.0,31.0,160.02,L
61.0,25.0,162.56,M
67.0,32.0,170.18,L
75.0,40.0,170.18,XL
58.0,39.0,162.56,M
53.0,23.0,170.18,S
58.0,37.0,170.18,M
76.0,34.0,175.26,XL
53.0,41.0,157.48,M
80.0,26.0,177.8,XL
52.0,42.0,159.86,S
58.0,24.0,152.4,L
53.0,29.0,162.56,M
52.0,32.0,157.48,S
68.0,35.0,162.56,XL
56.0,30.0,170.18,M
68.0,33.0,167.64,XL
52.0,31.0,157.48,S
68.0,23.0,165.1,L
56.0,25.0,170.18,M
56.0,32.0,165.1,M
71.0,33.0,164.94,XL
58.0,27.0,157.48,M
56.0,31.0,160.02,M
67.0,40.0,175.26,L
72.0,27.0,167.64,XL
69.0,45.0,165.1,L
72.0,25.0,175.26,XL
54.0,26.0,160.02,M
61.0,26.0,172.72,M
67.0,42.0,162.56,L
49.0,27.0,157.48,S
67.0,29.0,167.64,L
70.0,36.0,172.72,XL
54.0,30.0,157.48,M
68.0,39.0,167.64,XL
56.0,36.0,157.48,M
58.0,31.0,154.94,L
53.0,34.0,157.48,S
54.0,56.0,162.56,M
73.0,26.0,170.18,XL
65.0,37.0,175.26,M
66.0,45.0,170.18,XL
53.0,33.0,157.48,S
59.0,41.0,154.94,L
75.0,49.0,172.72,XL
54.0,29.0,165.1,S
61.0,33.0,170.18,M
58.0,28.0,160.02,M
61.0,26.0,167.64,M
56.0,32.0,162.56,M
57.0,25.0,165.1,M
72.0,39.0,167.64,XL
68.0,31.0,160.02,XL
78.0,37.0,172.72,XL
54.0,31.0,162.56,S
59.0,36.0,162.56,M
78.0,30.0,177.8,XL
58.0,28.0,175.26,M
82.0,33.0,177.8,XL
51.0,28.0,160.02,S
58.0,28.0,165.1,M
54.0,29.0,165.1,S
58.0,30.0,157.48,M
54.0,26.0,165.1,S
74.0,31.0,170.18,L
56.0,44.0,160.02,M
75.0,27.0,165.1,XL
54.0,29.0,164.94,S
80.0,28.0,175.26,XL
49.0,35.0,165.1,S
74.0,39.0,167.64,XL
77.0,43.0,165.1,XL
56.0,45.0,165.1,M
69.0,34.0,175.26,L
71.0,51.0,167.48,XL
62.0,32.0,175.26,M
71.0,28.0,175.26,L
54.0,36.0,162.56,M
64.0,47.0,170.18,L
64.0,30.0,175.26,M
63.0,26.0,172.72,M
56.0,30.0,160.02,M
56.0,30.0,167.64,M
63.0,35.0,172.72,M
44.0,32.0,152.4,S
80.0,31.0,177.8,XL
58.0,49.0,162.56,M
58.0,33.0,162.56,M
76.0,33.0,177.8,XL
74.0,35.0,172.72,L
61.0,31.0,172.72,M
58.0,30.0,162.56,M
54.0,36.0,162.56,M
58.0,28.0,170.18,M
71.0,31.0,172.72,XL
61.0,32.0,167.64,M
53.0,39.0,160.02,S
72.0,29.0,170.18,XL
61.0,16.0,167.64,M
50.0,40.0,154.94,M
61.0,38.0,172.72,M
70.0,39.0,165.1,XL
58.0,28.0,162.56,M
61.0,40.0,160.02,M
51.0,47.0,157.48,M
52.0,27.0,165.1,S
65.0,32.0,167.64,L
54.0,29.0,160.02,S
71.0,33.0,170.18,XL
56.0,27.0,162.56,M
61.0,37.0,165.1,M
52.0,39.0,162.56,S
62.0,42.0,162.56,M
56.0,60.0,167.64,M
54.0,33.0,167.64,M
71.0,21.0,175.26,XL
74.0,26.0,165.1,XL
49.0,28.0,157.48,S
63.0,41.0,170.18,M
56.0,32.0,162.56,M
54.0,20.0,167.64,S
70.0,28.0,165.1,XL
72.0,30.0,162.56,XL
57.0,29.0,170.18,M
63.0,31.0,167.64,M
53.0,32.0,160.02,S
52.0,30.0,165.1,S
62.0,55.0,167.64,L
79.0,28.0,177.8,XL
71.0,39.0,170.18,L
63.0,22.0,160.02,L
56.0,26.0,154.94,M
50.0,36.0,157.48,S
73.0,29.0,167.64,XL
72.0,38.0,172.72,L
76.0,39.0,170.18,XL
54.0,34.0,165.1,S
52.0,37.0,160.02,M
57.0,30.0,162.56,M
58.0,34.0,165.1,M
54.0,46.0,160.02,S
61.0,33.0,175.26,M
50.0,32.0,162.56,M
58.0,32.0,162.56,M
65.0,28.0,160.02,L
72.0,28.0,175.26,XL
55.0,46.0,162.56,M
61.0,33.0,170.18,M
76.0,36.0,175.26,XL
69.0,26.0,170.18,L
53.0,34.0,162.56,M
52.0,28.0,154.94,S
64.0,31.0,172.72,L
73.0,39.0,180.34,XL
69.0,48.0,165.1,L
76.0,29.0,172.72,XL
66.0,42.0,167.64,L
52.0,48.0,162.56,S
67.0,44.0,170.18,L
74.0,27.0,175.26,XL
80.0,30.0,175.26,XL
54.0,29.0,160.02,S
73.0,36.0,167.64,XL
61.0,21.0,160.02,M
70.0,27.0,170.18,XL
54.0,28.0,160.02,S
73.0,27.0,180.34,XL
52.0,32.0,160.02,S
69.0,34.0,167.64,L
78.0,33.0,172.72,XL
40.0,30.0,154.94,S
64.0,20.0,170.18,M
61.0,26.0,167.64,M
55.0,32.0,157.48,M
61.0,20.0,170.18,M
47.0,33.0,157.48,S
78.0,56.0,185.42,XL
69.0,41.0,162.4,XL
63.0,41.0,162.56,M
67.0,35.0,162.56,L
67.0,54.0,167.64,L
52.0,32.0,165.1,M
73.0,31.0,170.18,XL
65.0,29.0,170.18,L
52.0,34.0,154.94,S
69.0,28.0,170.18,L
69.0,30.0,177.8,XL
54.0,34.0,167.64,S
58.0,35.0,172.72,M
52.0,24.0,165.1,S
58.0,27.0,167.64,M
71.0,40.0,167.48,XL
58.0,27.0,157.48,M
61.0,19.0,172.72,M
75.0,53.0,167.64,XL
57.0,36.0,165.1,M
60.0,30.0,157.48,L
54.0,25.0,165.1,S
63.0,26.0,167.64,M
72.0,35.0,162.56,XL
73.0,25.0,177.8,XL
63.0,27.0,165.1,M
68.0,31.0,167.64,L
64.0,39.0,175.26,L
56.0,56.0,165.1,M
69.0,30.0,170.18,L
58.0,34.0,165.1,M
53.0,37.0,167.64,S
56.0,39.0,172.72,M
54.0,26.0,162.56,M
74.0,26.0,177.8,L
71.0,36.0,167.48,XL
67.0,28.0,175.26,L
67.0,28.0,162.56,L
61.0,37.0,167.64,M
61.0,29.0,167.64,M
76.0,30.0,175.26,XL
52.0,32.0,162.56,S
68.0,26.0,157.48,L
69.0,35.0,170.18,XL
63.0,25.0,177.8,M
53.0,33.0,162.56,S
76.0,40.0,177.8,L
67.0,31.0,175.26,L
75.0,34.0,177.8,XL
58.0,36.0,167.64,M
58.0,25.0,162.56,M
54.0,52.0,162.56,S
54.0,29.0,165.1,M
56.0,26.0,157.48,M
72.0,39.0,167.64,XL
57.0,32.0,167.64,M
72.0,22.0,165.1,XL
70.0,23.0,167.64,L
68.0,28.0,165.1,XL
55.0,34.0,170.18,M
68.0,37.0,162.56,XL
58.0,40.0,160.02,M
53.0,32.0,170.26,S
74.0,36.0,172.72,XL
73.0,34.0,170.18,XL
69.0,32.0,172.72,XL
52.0,39.0,162.56,S
52.0,33.0,162.56,M
73.0,41.0,170.18,XL
76.0,34.0,167.64,XL
61.0,36.0,162.56,M
70.0,33.0,170.18,XL
77.0,20.0,175.26,XL
67.0,28.0,167.64,L
52.0,28.0,167.64,S
53.0,35.0,167.64,S
78.0,42.0,172.72,XL
61.0,31.0,170.18,M
60.0,53.0,170.18,M
54.0,22.0,170.18,S
54.0,27.0,157.48,M
56.0,26.0,157.48,M
